"Number","Name","Short Name","Level","Desc 1","Desc 2","Cast MSG A","Cast MSG B","MSG Style","Energy","Mana","Min","Max","Spell Type","Type of Resists","Difficulty","Target","Duration","Attack Type","Resist Ability","Magery A","Magery B","Level Cap","LVLS Max Increase","Max Increase","LVLS Min Increase","Min Increase","LVLS Dur Increase","Dur Increase","UNDEFINED01","UNDEFINED02","Ability 0","Ability Value 0","Ability 1","Ability Value 1","Ability 2","Ability Value 2","Ability 3","Ability Value 3","Ability 4","Ability Value 4","Ability 5","Ability Value 5","Ability 6","Ability Value 6","Ability 7","Ability Value 7","Ability 8","Ability Value 8","Ability 9","Ability Value 9"
105,"way of the monkey","monk",9,"You become as fast as a monkey, making yourself","harder to hit!",1,8519,32,0,3,0,0,3,0,0,1,40,4,0,5,0,40,4,1,4,1,1,1,0,0,34,0,115,8559,2,1,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
106,"way of the mantis","mant",10,"By using the power of the mantis you get faster","striking power!",0,8520,32,0,6,85,85,3,0,100,1,20,4,0,5,0,32,0,0,0,0,0,0,0,0,87,85,115,8537,122,59,122,282,122,271,122,57,122,218,122,396,122,168,122,183
107,"protection from evil","prev",5,"This spell provides defense against Evil beings.",,0,8522,0,0,6,10,10,3,1,0,2,50,4,0,2,0,0,0,0,0,0,0,0,0,0,24,0,97,0,115,8541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,"protection from good","prgd",5,"This spell provides defense against good beings.",,0,8523,0,0,6,10,10,3,1,0,2,50,4,0,2,0,0,0,0,0,0,0,0,0,0,25,0,98,0,115,8542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"flame hits","hit",0,,,0,8524,1,0,0,1,3,0,0,100,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"holy force","hfor",13,"A shimmering white blast of divine energy strikes","the foe!",0,8545,0,1000,8,18,24,0,0,-10,8,0,4,0,2,0,22,1,2,0,0,0,0,0,0,17,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"unholy force","ufor",13,"A pulsing black blast of divine force strikes the","target!",0,18,0,1000,8,18,24,0,0,-10,8,0,4,0,2,0,22,1,2,0,0,0,0,0,0,17,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"violet potion","viole",0,"cure poison potion",,0,8428,0,0,0,8,8,3,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,73,19,122,794,122,798,0,0,0,0,0,0,0,0,0,0,0,0
113,"breathes a jet of fire","jet",0,"fire breath for salamander",,0,8443,0,1000,0,5,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"sword major bless","bles",0,,,0,8591,0,0,8,10,10,3,1,100,13,60,4,0,2,0,0,0,0,0,0,0,0,0,0,22,0,115,8539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"magma drip","magm",0,,,1,3447,1,0,0,10,30,0,0,100,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"envelops","enve",0,"burning for fire elementals",,1,8597,0,0,0,2,2,0,0,100,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115,8596,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,"breathes a jet of frost",,0,"frost breath",,0,8443,0,1000,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,"incense","inc",0,,,0,8607,0,0,0,2,2,3,0,0,1,150,4,0,0,0,0,0,0,0,0,0,0,0,0,115,8608,70,2,101,8609,71,5,144,0,145,5,0,0,0,0,0,0,0,0
119,"alcohol","alch",0,,,0,116,0,0,0,5,25,3,0,0,1,150,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,101,50,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,"fireball","fbal",15,"This spell creates a magic ball of flame, igniting","your foes with magical fire!",1,99,1,1000,34,33,45,0,0,-20,12,0,1,0,1,1,23,1,3,0,0,0,0,0,0,17,0,120,100,0,25,0,410,0,0,0,0,0,0,0,0,0,0,0,0
121,"godheal","gdhe",22,"A trully powerful healing spell.",,0,15,0,0,24,35,30,3,1,-50,2,0,4,0,2,3,50,1,2,2,1,0,0,0,0,18,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,"god's wrath","gwra",25,"This spell summons the wrath of your god to","assault the foe.",0,554,0,1000,14,57,30,0,0,-50,8,0,4,0,2,2,35,1,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,"greater healing rain","grai",24,"A powerful party-healing spell.",,1,109,0,0,30,15,35,3,1,-55,13,0,4,0,2,3,35,1,1,2,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,"dark force","dark",0,,,0,67,1,0,0,4,10,3,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,"paralyze","para",25,"This spell stops your enemies movement!",,0,555,0,0,30,100,100,3,2,-55,12,4,4,0,2,3,0,0,0,0,0,0,0,0,0,74,0,115,8544,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"acid hits","acid",0,,,0,51,1,0,0,1,3,3,0,100,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,"weakness touch","weak",0,,,0,66,1,0,0,0,0,3,0,100,0,40,4,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,144,0,115,52,22,-5,96,-10,0,0,0,0,0,0,0,0,0,0
128,"stunned","stun",0,,,0,135,1,0,0,100,100,3,0,0,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,101,56,115,57,144,0,0,0,0,0,0,0,0,0,0,0,0,0
129,"blur","blur",1,"This spell blurs the target, making it easier for","them to dodge incoming attacks.",1,7,0,0,4,5,5,3,1,10,2,70,4,0,1,1,0,0,0,0,0,0,0,0,0,34,0,115,68,122,157,0,132,0,1046,0,1004,0,1041,0,0,0,0,0,0
130,"shadowform","shad",7,"This spell turns you into a shadow.",,1,69,0,0,8,5,5,3,0,-10,1,30,4,0,1,1,30,3,1,0,0,0,0,0,0,27,0,115,70,0,5,178,4157,0,0,0,0,0,0,0,0,0,0,0,0
131,"stinking cloud","stnk",8,"This spell causes your foes to become nauseous,","from an overpowering stench!",1,75,0,0,10,5,5,3,2,-5,12,20,4,0,1,1,20,2,1,0,0,0,0,0,0,71,0,105,-5,101,72,115,71,52,0,0,0,0,0,0,0,0,0,0,0
132,"mageshield","mshi",9,"This is a powerful protective spell, encircling","you with a shimmering field of power.",0,76,0,0,10,7,7,3,0,-15,1,60,4,0,1,3,22,2,1,2,1,0,0,0,0,2,0,115,73,122,4,7,10,0,30,122,1046,122,1004,122,1041,0,0,0,0
133,"dancing blades","blad",11,"This spell attacks enemies with a whirling cloud","of razors.",1,101,1,1000,26,21,38,0,0,-10,12,0,4,0,1,1,20,1,2,0,0,0,0,0,0,17,0,120,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,"vulnerability","vuln",14,"This makes a target more susceptible to attack.",,1,80,0,0,6,-8,-8,3,2,-30,8,1,4,0,1,1,25,0,0,0,0,1,4,0,0,2,0,36,-10,52,0,115,81,0,0,0,0,0,0,0,0,0,0,0,0
135,"ice storm","isto",17,"This spell causes a freezing storm to assault the","room.",1,103,0,0,20,3,3,3,1,-25,12,15,0,0,1,1,22,0,0,0,0,0,0,0,0,1,0,106,-6,52,10,115,84,120,104,5,-10,0,0,0,0,0,0,0,0
136,"eldritch bolt","ebol",20,"Fires a high-powered bolt of energy at the foe.",,1,8499,0,1000,12,40,8,0,0,-30,8,0,4,0,1,1,28,1,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,"senselessness","sens",4,"Reduces the target's awareness, making it easier","to surprise them.",0,7,0,0,6,-10,-10,3,2,0,8,40,4,0,3,0,0,0,0,0,0,0,0,0,0,77,0,108,0,52,0,115,85,122,91,0,0,0,0,0,0,0,0,0,0
138,"rapid healing","rhel",11,"This spell causes you to heal hit points while","resting at an accelerated rate.",0,7,0,0,8,200,200,3,1,-20,2,60,4,0,3,0,0,0,0,0,0,0,0,0,0,123,100,108,0,115,86,122,674,122,831,0,0,0,0,0,0,0,0,0,0
139,"acid rain","rain",15,"This spell saturates the area in a burning","downpour.",1,105,0,0,12,1,1,3,2,-25,12,20,5,0,3,0,15,5,1,5,1,0,0,0,0,1,0,2,-5,52,0,115,87,120,106,0,0,0,0,0,0,0,0,0,0
140,"chaos storm","csto",15,"This spell ravages the area with elemental forces.",,1,107,1,1000,34,29,35,0,0,-20,12,0,4,0,3,2,23,1,3,0,0,0,0,0,0,17,0,120,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,"partial petrification","petr",16,"This spell partially petrifies a foe.",,1,7,0,0,12,150,150,3,2,0,8,20,4,0,3,2,0,0,0,0,0,0,0,0,0,87,0,2,5,7,10,36,5,52,0,115,88,70,-5,34,-15,0,0,0,0
142,"poison cloud","pclo",17,"A cloud of noxious poison is summoned into the","room!",1,89,0,0,14,3,3,3,2,-35,12,40,4,0,3,0,20,5,1,5,1,0,0,0,0,19,0,115,8575,52,0,108,0,22,-6,4,-3,108,0,0,0,0,0,0,0
143,"rotting flesh","rott",18,"This spell affects the target with a hideous","rotting disease!",0,7,0,0,16,6,6,3,2,-35,8,10,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,108,0,115,90,52,0,120,279,0,0,0,0,0,0,0,0,0,0
144,"iron faith","irfa",7,"This spell increases your resistance to magical","forces.",0,92,0,0,6,2,2,3,0,-10,1,30,4,0,2,3,26,2,1,2,1,0,0,0,0,36,0,115,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"healing rain","rain",10,"This spell heals your party of minor damage.",,0,109,0,0,5,4,10,3,1,-15,13,0,4,0,2,0,25,2,1,3,1,0,0,0,0,18,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,"greater bless","gbls",10,"This is an improved Bless spell. Not cumulative","with Bless.",0,7,0,0,8,6,6,3,1,-15,2,40,4,0,2,0,0,0,0,0,0,0,0,0,0,22,0,115,93,122,61,122,14,122,15,122,23,122,62,0,1,122,668,0,0
147,"glitterdust","glit",11,"This spell covers your foe in a layer of glowing","dust that makes stealth very difficult.",0,0,0,0,6,-10,-10,3,0,-15,0,30,4,0,2,0,0,0,0,0,0,0,0,0,0,27,0,52,0,115,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,"holy armour","armr",11,"This spell surrounds the caster with a shield of","faith.",0,92,0,0,10,2,2,3,0,-20,1,60,4,0,2,3,30,2,1,2,1,0,0,0,0,2,0,111,0,115,95,122,149,122,1383,122,1384,0,0,0,0,0,0,0,0
149,"unholy armour","uarm",11,"This spell surrounds the caster with a shield of","faith.",0,92,0,0,10,2,2,3,0,-20,1,60,4,0,2,3,30,2,1,2,1,0,0,0,0,2,0,98,0,115,96,122,148,122,1383,122,1384,0,0,0,0,0,0,0,0
150,"cure disease","cdes",13,"This spell cures the many malignant diseases of","realm.",1,7,0,0,12,143,143,3,1,-25,2,0,4,0,2,2,0,0,0,0,0,0,0,0,0,122,0,122,992,122,294,122,323,122,362,122,445,122,446,122,952,122,1024,0,0
151,"disrupt","disr",16,"This spell is very effective against undead.",,0,14,0,1000,8,30,52,0,0,-25,4,0,4,0,2,0,40,2,4,1,1,0,0,0,0,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,"major healing rain","mrai",17,"This is a powerful area healing spell.",,1,109,0,0,15,8,20,3,1,-40,13,0,4,0,2,2,30,1,1,3,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,"godstrike","gstk",20,"A powerful force strikes the foe.",,0,18,0,1000,12,30,20,0,0,-40,8,0,4,0,2,0,28,1,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,"mental blast","ment",0,,,0,115,0,1000,0,18,40,0,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,114,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,"eagle helm","helm",0,,,0,118,0,0,0,100,100,3,0,100,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,57,1,115,117,77,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,"jade amulet","jade",0,,,0,119,0,0,0,999,999,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,"amethyst pendant","ame",0,,,0,120,0,0,0,5,5,3,0,100,1,70,4,0,0,0,0,0,0,0,0,0,0,0,0,34,0,115,68,122,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,"shadow cloak","shad",0,,,0,122,0,0,0,5,5,3,0,100,1,30,4,0,0,0,0,0,0,0,0,0,0,0,0,178,4157,115,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,"blazing inferno","blaz",0,,,0,124,1,1000,0,25,60,0,0,100,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,120,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,"cure paralysis","curp",23,"This spell frees the legs of your target from","whatever stops their movement.",1,21,0,0,15,100,100,3,0,-50,2,0,4,0,2,2,0,0,0,0,0,0,0,0,0,81,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,"white satin gloves","sati",0,,,0,127,1,0,0,8,20,3,1,100,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,120,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,"dark touch","dark",0,,,0,128,1,1000,0,23,62,0,2,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,120,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,"opal ring","opal",0,,,0,128,1,1000,0,25,48,0,0,100,8,0,4,0,1,3,0,0,0,0,0,0,0,0,0,17,0,120,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,"free","free",0,"for flying creatures",,1,66,1,0,0,100,100,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,"multicoloured sash","sash",0,,,0,131,0,0,0,5,5,3,0,100,1,40,4,0,0,0,0,0,0,0,0,0,0,0,0,34,0,115,132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,"winged sandals","sand",0,,,0,133,0,0,0,80,80,3,0,100,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,87,0,115,8537,122,59,122,271,122,282,122,218,122,396,122,57,122,106,122,183
169,"mirrored shield","shi",0,,,0,134,0,0,0,999,999,3,0,100,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,107,0,52,0,115,8537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,"silvery mace","mace",0,,,0,136,1,0,0,1,3,0,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,"ebony greataxe","ebony",0,,,0,137,0,0,0,-6,-6,3,2,100,12,40,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,115,8540,52,0,122,23,122,14,120,138,0,0,0,0,0,0,0,0
172,"dark fire","dark",0,,,0,139,1,0,0,1,6,0,0,100,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,"thunderstaff-lbol","lbol",0,,,1,140,1,1000,0,0,0,0,0,100,8,0,3,0,1,0,20,1,3,1,1,0,0,0,0,17,0,120,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,"thunderstaff-hits","hits",0,,,0,142,1,0,0,1,3,0,0,100,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,"frost sceptre-fjet","fjet",0,,,0,143,1,1000,0,12,32,0,0,100,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,120,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,"frost sceptre-chill touch","chill",0,,,1,144,1,0,0,-5,-2,0,0,100,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,115,145,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,"flay","flay",0,"(serpent scourge PBOL power)",,0,146,0,0,0,6,12,3,0,100,8,80,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,52,0,115,8575,108,0,0,0,0,0,0,0,0,0,0,0,0,0
178,"serpent scourge-hits","hits",0,,,0,147,1,0,0,1,3,0,0,100,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,"heavy black rod","rod",0,,,0,148,1,0,0,1,1,3,2,100,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,107,0,108,0,115,8534,52,0,0,0,0,0,0,0,0,0,0,0,0,0
180,"moonsword","moon",0,,,0,149,1,0,0,12,24,0,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,"blue potion","blue",0,"cure blind",,0,151,0,0,0,1,1,3,1,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,73,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,"turquoise potion","turq",0,,,0,152,0,0,0,8,20,3,1,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,"green potion","gree",0,,,0,153,0,0,0,80,80,3,1,100,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,87,0,115,8537,122,57,122,59,122,271,122,282,122,218,122,396,122,106,122,168
184,"yellow potion","yell",0,,,0,154,0,0,0,8,8,3,1,100,1,60,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,115,8575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,"frothing pink potion","pink",0,,,0,155,0,0,0,20,40,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,"silvery potion","silv",0,,,0,157,0,0,0,4,4,3,1,100,1,60,4,0,0,0,0,0,0,0,0,0,0,0,0,34,5,36,5,66,5,3,5,5,5,65,5,115,3426,0,0,0,0,0,0
187,"orange potion","oran",0,,,0,159,0,0,0,3,3,3,1,100,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,1,115,160,122,202,0,0,0,0,0,0,0,0,0,0,0,0
188,"white potion","white",0,,,0,153,0,0,0,-8,-8,3,1,100,1,60,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,107,0,87,125,115,161,0,0,0,0,0,0,0,0,0,0,0,0
189,"black orb","black",0,,,0,162,0,0,0,-15,-15,3,1,100,1,40,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,74,0,115,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,"iron tube","iron",0,,,0,164,1,1000,0,20,40,0,0,100,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,120,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,"shriek","roc",0,"(shriek for Roc)",,0,191,0,1000,0,25,25,3,0,100,12,10,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,101,8489,115,8538,144,0,0,0,0,0,0,0,0,0,0,0,0,0
192,"quake","quak",0,"(quake spell for monster, put in damage value)","nomad shaman",1,193,1,1000,0,10,20,0,0,100,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,120,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,"roar","roar",0,"(hold person roar for yeti)",,0,195,0,1000,0,5,12,3,0,100,12,20,4,0,0,0,0,0,0,0,0,0,0,0,0,74,0,115,194,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,"freeze","free",0,"(freeze spell for sorceress)",,0,197,0,1000,0,-10,-10,3,0,100,12,20,4,0,0,0,0,0,0,0,0,0,0,0,0,106,0,74,1,115,196,120,198,0,0,0,0,0,0,0,0,0,0,0,0
195,"ice blast","ice",0,"(damage spell for ice sorceress, put in damage)",,0,199,0,1000,0,18,55,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,"black curse","curs",0,"(curse-type spell for nomad chieftain and shaman)",,0,201,0,1000,0,-6,-6,3,2,100,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,106,0,107,0,115,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,"ice breath","ice",0,"(damage breath for ice golem, put in damage)",,0,203,0,1000,0,12,40,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,"raptor summon","rapt",0,,,1,66,0,0,0,509,509,3,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,-6,0,-100,0,221,0,84,0,0,0,0,0,0,0,0,0,0
199,"rose book confuse","rose",0,,,0,223,0,0,0,25,25,3,0,100,1,60,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,101,8489,115,8538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,"blind book","blind",0,,,0,224,0,0,0,1,1,3,0,100,1,60,4,0,0,0,0,0,0,0,0,0,0,0,0,107,0,115,8534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,"rip","rip",0,"(rapid bleeding spell for golden sickle)",,0,235,0,0,0,2,4,0,0,100,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,108,0,115,236,144,0,0,0,0,0,0,0,0,0,0,0,0,0
202,"banshee's wail","wail",0,,,0,245,0,0,0,-20,-20,3,0,100,12,80,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,71,20,101,246,115,247,144,0,0,0,0,0,0,0,0,0,0,0
203,"vampire rosebush","vamp",0,,,0,252,1,0,0,1,4,0,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,"sprays","spray",0,"(archer bush thorn spray)",,0,255,0,1000,0,6,16,0,0,100,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,"belches acid","acid",0,"(acid breath for carnivorous plant)",,0,263,0,1000,0,12,23,0,0,100,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,"sharp stones","sharp",0,"(stone spray for earth elemental)",,0,270,0,1000,0,12,25,0,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,"ember","embr",45,"This spell summons a massive barrage of flaming","embers, consuming your foe in a fiery rage.",1,3089,0,333,10,0,-20,0,0,-90,8,0,1,0,3,3,55,1,4,1,1,0,0,0,0,17,0,120,3088,151,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,"swarm","swarm",0,"(swarm for dark druids)",,0,274,0,1000,0,5,20,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,"tower of flame","tower",0,"(attack for High Druid)",,0,278,1,1000,0,27,70,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,120,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,"ember","embr",45,"2nd and 3rd cast",,1,3089,0,333,10,0,-20,0,0,-90,8,0,1,0,3,3,55,1,4,1,1,0,0,0,0,17,0,0,0,0,90,0,279,0,0,0,0,0,0,0,0,0,0,0,0
211,"soul rip","srip",45,"This spell forces intense energies into the very","soul of the target, causing massive damage.",1,3087,1,1000,30,10,-10,0,0,-100,8,0,4,0,2,3,55,1,10,1,2,0,0,0,0,17,0,120,3086,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0
212,"chaos storm","chao",0,"(spell for High Druid)",,1,282,1,1000,0,30,35,0,0,0,12,0,4,0,0,0,0,1,3,0,0,0,0,0,0,17,0,120,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,"opaque field","opaq",0,"(for dark druid area)",,0,286,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"black gem","black",0,"(for dark druid area)",,0,292,0,0,0,1,1,3,0,100,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,107,0,71,25,115,293,101,8489,144,0,0,0,0,0,0,0,0,0,0,0
215,"argak summon","argak",0,,,1,3100,1,0,0,609,609,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,609,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,"sphere of implosion","simp",40,"This spell conjures a sphere of energy which","causes internal damage to your victim!",1,3242,0,1000,25,10,30,0,0,-70,8,0,4,0,1,3,50,1,9,1,3,0,0,0,0,17,0,120,279,0,217,0,-8,0,0,0,0,0,0,0,0,0,0,0,0
217,"choira summon","choir",0,,,1,3100,1,0,0,610,610,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,"temple of fire fire","fire",0,,,1,1977,1,0,0,40,100,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115,66,0,200,0,57,0,272,0,283,0,106,0,183,0,0,0,0
219,"minor healing","mihe",0,"(mihl for healer)",,0,317,1,0,0,2,10,3,1,100,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,"major healing","mahe",0,"(mahl for healer)",,0,547,1,0,0,8,20,3,1,100,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,"greater healing","grhe",0,"(grhl for healer)",,0,548,1,0,0,12,30,3,1,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,"cure poison","cure",0,"(cpos for healer)",,0,319,0,0,0,8,8,3,1,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,"cure disease","cdes",0,"(cdes for healer)",,0,319,0,0,0,0,0,3,1,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,122,143,122,210,122,294,122,323,122,362,122,445,122,446,0,0,0,0,0,0
