"Number","Name","Game Limit","Desc1","Desc2","Desc3","Desc4","Desc5","Desc6","Weight","Type","Uses","Cost","Cost Type","Min Hit","Max Hit","AC","DR","Weapon","Armour","Worn On","Accuracy","Gettable","Req Str","Speed","Robable","Hit Msg","Miss Msg","Read Msg","Distruct Msg","Not Droppable","Destroy On Death","Retain After Uses","OpenRunic","OpenPlatinum","OpenGold","OpenSilver","OpenCopper","Class 0","Class 1","Class 2","Class 3","Class 4","Class 5","Class 6","Class 7","Class 8","Class 9","Race 0","Race 1","Race 2","Race 3","Race 4","Race 5","Race 6","Race 7","Race 8","Race 9","Negate 0","Negate 1","Negate 2","Negate 3","Negate 4","Negate 5","Negate 6","Negate 7","Negate 8","Negate 9","Ability 0","Ability Value 0","Ability 1","Ability Value 1","Ability 2","Ability Value 2","Ability 3","Ability Value 3","Ability 4","Ability Value 4","Ability 5","Ability Value 5","Ability 6","Ability Value 6","Ability 7","Ability Value 7","Ability 8","Ability Value 8","Ability 9","Ability Value 9","Ability 10","Ability Value 10","Ability 11","Ability Value 11","Ability 12","Ability Value 12","Ability 13","Ability Value 13","Ability 14","Ability Value 14","Ability 15","Ability Value 15","Ability 16","Ability Value 16","Ability 17","Ability Value 17","Ability 18","Ability Value 18","Ability 19","Ability Value 19"
57,"buckler shield",0,"This is a tiny shield, mostly used in tandem with a fencing","weapon. It is light and can be moved quickly to deflect","attack, but does not provide very good protection.",,,,75,0,-1,1,2,0,0,10,0,0,6,12,0,1,0,8224,1,8224,1282,0,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-2,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"target shield",0,"This is a small wooden shield, used by warriors to practice","maneuvers. It is fairly light and protective.",,,,,120,0,-1,3,2,0,0,20,0,0,7,12,0,1,0,8224,1,8224,1282,16778242,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-2,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"round shield",0,"This is a medium-sized round shield. It is a popular shield,","as it is moderately heavy, and provides good defense.",,,,,175,0,-1,5,2,0,0,30,0,0,7,12,0,1,0,8224,1,8224,1282,16778242,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-3,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"spiked shield",0,"This is a medium-sized shield with a large iron spike in the","centre. It is very heavy, but gives good protection, as well","as a little offense.",,,,250,0,-1,8,2,0,0,30,5,0,7,12,-3,1,0,8224,1,8224,1282,16778242,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-5,137,3051,72,2,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,"curved heater",0,"This is a traditional knight's shield. It is not too heavy,","but is designed to deflect blows well. Its face is blank so","that a heraldric symbol or family crest may be placed on it.",,,,275,0,-1,12,2,0,0,40,4,0,7,12,-2,1,0,8224,1,8224,1282,16778242,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-5,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,"kite shield",0,"This is a long, thin shield, useful against arrows. It is","heavy and somewhat cumbersome, but if you stand sideways it","is possible to shield most of the body from attack.",,,,400,0,-1,15,2,0,0,50,10,0,9,12,-4,1,0,8224,1,8224,1282,16778242,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-5,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"longsword",0,"This is a three-foot length of sharpened cold steel, bladed","along one edge. Its blade is thin, and designed for","thrusting. Overall, this is a good weapon.",,,,90,1,-1,12,2,3,12,0,0,2,0,0,0,1,45,1350,1,8226,8286,0,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,-10,0,100,0,1368,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"broadsword",0,"This is similar to the longsword, but is double-edged and","is heavier. It hits hard, but is harder to wield than the","longsword.",,,,100,1,-1,13,2,3,13,0,0,2,0,0,0,1,50,1500,1,8226,8286,0,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,-15,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,"shortsword",0,"This is a two-foot-long blade, useful for close-quarters","fighting. It is the standard arm of alley-fighters, and the","dwarven tunnel-fighters, who do not have the space available","to swing a long sword.",,,65,1,-1,6,2,2,9,0,0,2,0,0,0,1,30,1000,1,8228,8287,0,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"dagger",0,"This is a small, sharp knife, used primarily for stabbing.","It is easy to handle and to conceal, but it does minor","damage. It is completely useless against most heavy armours.",,,,35,1,-1,1,2,1,5,0,0,2,0,0,0,1,0,900,1,8227,8287,0,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,12,59,15,116,10,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,"knife",0,"This is a wicked-looking curved knife. It is heavier than","a dagger, but is also harder to wield.",,,,,40,1,-1,15,1,2,5,0,0,2,0,0,0,1,0,1000,1,8226,8286,16778242,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,12,59,15,116,10,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"stiletto",0,"This is an extremely thin, edgeless thrusting blade. It is","very small and easy to conceal. Its extremely poor combat","value makes it useless against all but the most lightly","armoured opponents.",,,8,1,-1,1,2,1,4,0,0,2,0,0,3,1,0,800,1,8228,8287,16778242,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,12,59,15,116,10,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"battle axe",0,"This is a large double-bladed axe, used in one hand. It is","a favourite of strong warriors, as it can inflict impressive","wounds, and is not so massive as to be unwieldly.",,,,130,1,-1,4,2,4,15,0,0,2,0,0,0,1,60,1725,1,8229,8286,0,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,-20,0,0,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"scimitar",0,"This is a curved sword, about three feet in length, and","bladed upon one edge. It is thin, and fairly light, but can","deliver considerable slashing wounds.",,,,80,1,-1,12,2,2,11,0,0,2,0,0,0,1,40,1175,1,8235,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"short-spear",0,"This is a short thrusting spear, used in one hand and","usually with a shield. It can do decent impaling damage, and","is a favourite of woods dwellers who have to worry about","hitting trees with a swing.",,,75,1,-1,2,2,4,10,0,0,2,0,0,0,1,40,1100,1,8228,8287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,"sickle",0,"This is a sharp, curved crescent of iron. The Druids use","this to cut mistletoe and such plants for their woodland","worship. In a pinch, it can do decent damage, but it is","unwieldly.",,,60,1,-1,5,1,2,7,0,0,2,0,0,-1,1,0,1500,1,8226,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,13,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"hatchet",0,"This is a short-hafted light axe, not designed for throwing.","It is bladed only on one side, and attacks with this weapon","are fairly fast and damaging.",,,,80,1,-1,2,2,1,10,0,0,2,0,0,0,1,40,1000,1,8225,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,-5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"falchion",0,"This is an end-heavy sword, with a slight forward curve. It","is large and heavy, and does considerable damage in combat.","It is a little unwieldly and slow.",,,,110,1,-1,14,2,3,14,0,0,2,0,0,0,1,55,1550,1,8229,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"greatsword",0,"This is a long, heavy, four-foot-long sword. It is quite","sharp and deadly, and is bladed on both sides. This two-","handed sword can inflict massive damage in battle, but can","only be used effectively by the very strong. It can punch","through the best platemail with ease.",,160,1,-1,20,2,6,21,0,0,3,0,0,0,1,75,2200,1,8231,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,"flamberge",0,"This is a medium-sized, wavy-bladed greatsword. It is","lighter and faster than a conventional greatsword, and","inflicts less damage. It is still extremely effective in","combat, however.",,,145,1,-1,19,2,5,19,0,0,3,0,0,0,1,70,1925,1,8226,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,"bastard sword",0,"This is a light two-handed sword. It is about three-and-a-","half feet long, midway in size between a broadsword and a","greatsword. It is fairly fast and damaging, and is overall","a good weapon.",,,130,1,-1,16,2,4,17,0,0,3,0,0,0,1,60,1700,1,8226,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"greataxe",0,"This is a heavy, long-hafted, double-bladed axe. It is very","sharp, and its massive head can inflict horrible wounds on","an opponent. It is very slow and unwieldly, but armour is","almost useless against it as it punches right through.",,,200,1,-1,5,2,6,22,0,0,3,0,0,-1,1,80,2250,1,8231,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"halberd",0,"This is six-foot pole with an axe head mounted at the top.","It is extremely slow, and is quite clumsly to wield, but the","damage its huge, arcing swings can inflict is quiet high.",,,,250,1,-1,8,2,4,25,0,0,3,0,0,-5,1,80,2325,1,8229,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,"pike",0,"This is a six-foot-long spear. It is too long to be used","very well, but provides good defense, and does considerable","damage.",,,,200,1,-1,5,2,3,16,10,0,3,0,0,0,1,60,1525,1,8230,8287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,"long-spear",0,"This is a four foot long spear, used with both hands. It is","fairly quick and is a good defensive weapon, but it does not","do great damage.",,,,125,1,-1,25,1,5,13,10,0,3,0,0,0,1,50,1400,1,8230,8287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"glaive",0,"This is a heavy blade mounted on the end of a six-foot pole.","It is only bladed on one side, and is used with a harsh","chopping motion. It is slow and clumsy, but does very good","damage.",,,220,1,-1,45,1,4,18,0,0,3,0,0,-1,1,65,1800,1,8225,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,"mace",0,"This is a steel ball mounted on a two-foot wooden rod. It","is a well-rounded weapon, providing adequate defense and","attack. This is the weapon of choice for Priests and the","like.",,,120,1,-1,4,2,3,12,0,0,0,0,0,0,1,45,1350,1,8232,8289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,"morning-star",0,"This is a spiked steel ball, attached by chain to a two-foot","wooden rod. It does good damage, as when it is swung the","ball reaches great speeds, but is not too fast or wieldy.",,,,150,1,-1,6,2,3,15,0,0,0,0,0,0,1,60,1625,1,8233,8288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"heavy-mace",0,"This is a heavy steel ball mounted on a wooden handle. It is","fairly large and heavy, and does good damage. It is mainly","used by the stronger of the Priesthood.",,,,140,1,-1,5,2,4,13,0,0,0,0,0,0,1,50,1550,1,8232,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,"club",0,"This is a knob-ended piece of wood. It is generally a poor","weapon, doing decent damage but being comparatively slow.","Its main advantage is that it is readily available.",,,,150,1,-1,0,0,3,8,0,0,0,0,0,0,1,40,1000,1,8234,8289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,"warhammer",0,"This is a martial version of the tool by the same name. It","has a heavy, flattened head on one side, and a blunt spike","on the other. The damage it can do is considerable, but due","to its weight it is fairly slow.",,,150,1,-1,65,1,4,14,0,0,0,0,0,0,1,60,1625,1,11,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"spiked club",0,"This is a rod with jagged nails stuck through it. It is not","very quick or effective against armour, but can do good","damage against unarmored foes as the nails rip through them.","It is mainly used my impoverished thugs who cannot afford","any better weapons.",,160,1,-1,2,1,3,12,0,0,0,0,0,-1,1,45,1500,1,8414,8289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,-10,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,"whip",0,"This is a four-foot-long braided leather whip. Overall, it","is not a very good weapon, as it is used mainly to entangle","and to cause pain.",,,,40,1,-1,2,1,1,6,0,0,0,0,0,3,1,35,1000,1,8236,8456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,"war mattock",0,"This is a large, heavy, square-headed mace with a flat end.","It does good damage and is a fairly good weapon.",,,,,135,1,-1,5,2,4,13,0,0,0,0,0,-1,1,55,1550,1,11,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,"quarterstaff",0,"This is a six-foot wooden staff, bound about the middle with","strips of cloth. It is a simple weapon, and does not deal","very much damage, but provides good defense as it is quite","quick to use.",,,100,1,-1,0,0,2,12,10,0,1,0,0,0,1,30,1200,1,8237,8289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,"iron-capped staff",0,"This is a staff with iron caps on the ends. It does more","damage than a conventional staff, but is also slower due to","the added weight.",,,,110,1,-1,4,1,2,11,10,0,1,0,0,0,1,35,1300,1,8237,8289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,12,59,15,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"flail",0,"This is a large, two-handed morning star. It is heavy and","extremely damaging, as well as being slow and poor on the","defensive side. It is a good weapon for brawny warriors who","prefer blunt weapons.",,,200,1,-1,8,2,5,20,0,0,1,0,0,-1,1,70,2000,1,8233,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,"battle-hammer",0,"This is a large, two-handed sledgehammer. It is very heavy","and quite slow, but the damage it does in battle is","considerable.",,,,250,1,-1,9,2,6,22,0,0,1,0,0,-2,1,80,2250,1,8233,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,"iron staff",0,"This is a wooden staff with an iron core. It is quite heavy","for its size, and is not as easily maneuvered as a regular","staff, but it also does more damage.",,,,150,1,-1,2,2,3,12,0,0,1,0,0,0,1,50,1500,1,8237,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"sandals",0,"This is a simple pair of leather thong sandals.",,,,,,20,0,-1,1,1,0,0,10,0,0,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"wall",0,"This smooth wall is made of carefully-fitted bricks. As you","examine it, one of the bricks seems to stick out of the wall","as if it were a gross boil.",,,,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"crack",0,"There is a small crack in the wall here. Investigating it","further, you find a small button!",,,,,0,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,"tapestry",0,"This is an elaborately-woven tapestry, made of red and gold","thread. It depicts a battle between a griffon and a dragon,","their bodies entwined one around the other. Moving it aside,","you see a small crack in the wall.",,,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"hole",0,"This jagged hole is about four feet in diameter, and looks","as if it was made by some extremely powerful beast. Peering","in, you can see the shadowy recesses of a cavernous tunnel!",,,,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"fountain",0,"This beautiful alabaster fountain gleams in the light. It is","carved to ressemble the arched neck and head of a dragon,","and it spews water into a large circular dish in the form of","a clamshell.",,,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"statue",0,"This is a white marble statue of a ten-foot-tall knight in","full plate armour. He stands resting both hands on the","pommel of his sword, and his shield rests up against the","wall. Although his face cannot be seen through his visored","helmet, he conveys a feeling of sorrow.",,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"sword",0,"The knight's massive bastard-sword is intricately engraved","with ancient runic symbols. It is nearly six feet long, and","even though this must be a stone duplicate of the real","weapon, it appears to be razor-sharp.",,,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
