"Number","Name","Group","Index","Weapon Number","AC","DR","Follow","MR","Experience","Hit Points","HP Regen","Energy","Game Limit","Charm LvL","Charm RES","BS Defense","Active","Type","Undead","Alignment","Gender","Regen Time","Date Killed","Time Killed","Runic","Platinum","Gold","Silver","Copper","Move Msg","Death Msg","Greet Txt","Desc Txt","Talk Txt","Death Spell","Create Spell","Desc 1","Desc 2","Desc 3","Desc 4","Attack Type 0","Attack Accu/Spell 0","Attack % 0","Attack Min Hit/Cast % 0","Attack Max Hit/Cast LVL 0","Attack Hit Msg 0","Attack Dodge Msg 0","Attack Miss Msg 0","Attack Energy 0","Attack Hit Spell 0","Spell Number 0","Spell Cast % 0","Spell Cast LVL 0","Attack Type 1","Attack Accu/Spell 1","Attack % 1","Attack Min Hit/Cast % 1","Attack Max Hit/Cast LVL 1","Attack Hit Msg 1","Attack Dodge Msg 1","Attack Miss Msg 1","Attack Energy 1","Attack Hit Spell 1","Spell Number 1","Spell Cast % 1","Spell Cast LVL 1","Attack Type 2","Attack Accu/Spell 2","Attack % 2","Attack Min Hit/Cast % 2","Attack Max Hit/Cast LVL 2","Attack Hit Msg 2","Attack Dodge Msg 2","Attack Miss Msg 2","Attack Energy 2","Attack Hit Spell 2","Spell Number 2","Spell Cast % 2","Spell Cast LVL 2","Attack Type 3","Attack Accu/Spell 3","Attack % 3","Attack Min Hit/Cast % 3","Attack Max Hit/Cast LVL 3","Attack Hit Msg 3","Attack Dodge Msg 3","Attack Miss Msg 3","Attack Energy 3","Attack Hit Spell 3","Spell Number 3","Spell Cast % 3","Spell Cast LVL 3","Attack Type 4","Attack Accu/Spell 4","Attack % 4","Attack Min Hit/Cast % 4","Attack Max Hit/Cast LVL 4","Attack Hit Msg 4","Attack Dodge Msg 4","Attack Miss Msg 4","Attack Energy 4","Attack Hit Spell 4","Spell Number 4","Spell Cast % 4","Spell Cast LVL 4","Item Number 0","Item Uses 0","Item Drop % 0","Item Number 1","Item Uses 1","Item Drop % 1","Item Number 2","Item Uses 2","Item Drop % 2","Item Number 3","Item Uses 3","Item Drop % 3","Item Number 4","Item Uses 4","Item Drop % 4","Item Number 5","Item Uses 5","Item Drop % 5","Item Number 6","Item Uses 6","Item Drop % 6","Item Number 7","Item Uses 7","Item Drop % 7","Item Number 8","Item Uses 8","Item Drop % 8","Item Number 9","Item Uses 9","Item Drop % 9","Ability 0","Ability Value 0","Ability 1","Ability Value 1","Ability 2","Ability Value 2","Ability 3","Ability Value 3","Ability 4","Ability Value 4","Ability 5","Ability Value 5","Ability 6","Ability Value 6","Ability 7","Ability Value 7","Ability 8","Ability Value 8","Ability 9","Ability Value 9"
30,"grey spider",8,1,0,20,2,65,42,85.00,66,6,1000,0,9,52,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8284,8285,45,2002,0,0,0,"This disgusting grey spider is huge, at least four feet long, and has","long hairy legs. Its cluster of eyes glitter malevolently, and it","scuttles around with blinding speed.",,1,45,95,3,12,8285,8307,8294,1000,0,0,0,0,1,55,100,3,12,8285,8307,8294,1000,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"mummy",7,5,0,20,2,25,51,200.00,100,10,1000,1,16,200,20,0,0,1,2,0,0,0,0,0,0,0,0,0,8290,8291,47,2002,0,0,0,"This seven foot tall humanoid monstrosity is completely shrouded in","filthy, yellowed burial wrappings. Its every movement is made with","slow deliberation, and it reeks of decay and tomb rot, forcing you to","turn your head to avoid the fumes.",1,50,85,6,20,8291,8311,8299,1000,0,0,0,0,2,84,90,100,12,1,1,1,1000,0,0,0,0,2,85,100,100,12,1,1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,161,1,162,162,1,163,163,1,164,164,1,177,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,5,-100,3,100,0,0,0,0,0,0,0,0,0,0,0,0
32,"bounty hunter",37,1,65,40,4,100,45,150.00,90,4,1000,0,15,65,0,0,0,0,0,1,0,0,0,0,0,0,16,20,8313,8314,133,0,0,0,0,"This man is garbed in well-worn chainmail, and a broad sword hangs on","his back. His skin is tanned and rough, and covered in many small","scars. He appears experienced and when he looks you up and down, you","get the impression that he is evaluating you abilities.",1,95,100,3,14,8314,8297,8310,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"dark cleric",8,3,88,30,2,50,45,155.00,86,8,1000,0,13,65,0,0,0,0,2,0,0,0,0,0,0,2,13,0,8315,8316,43,2000,0,0,0,"The figure standing before you is clad in enameled black chainmail,","and wears a hooded mask so that you cannot see its face. It wields a","spiked morning-star, and carries a large shield with a hideous horned","skull emblazoned on it. It moves without uttering a sound.",1,50,72,3,16,8316,8297,8310,1000,0,15,15,10,2,16,84,65,10,8441,1,1,1000,0,0,0,0,2,16,100,65,10,18,1,1,1000,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"dark priest",8,4,87,10,1,50,45,150.00,75,8,1000,0,8,70,20,0,0,0,2,0,0,0,0,0,0,3,3,0,8317,8318,43,2000,0,0,0,"This black-shrouded figure stares at you with unmistakeable","intensity. It wields a spiked mace which it waves about menacingly,","and it makes arcane gestures with its free hand.",,1,40,35,3,12,8318,8297,8310,1000,0,15,20,10,2,16,80,70,10,20,1,1,1000,0,0,0,0,2,16,100,70,10,17,1,1,1000,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1337,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"dark paladin",8,5,65,30,3,50,45,160.00,90,9,1000,0,8,65,0,0,1,0,2,0,0,0,0,0,0,3,5,0,8320,8321,43,2000,0,0,0,"This tall, imposing figure is entirely clad in glittering black","chainmail. It wields a heavy broadsword and a black shield emblazoned","with a red horned skull. It stands with the practiced grace of a","competent warrior, and is likely to be a tough opponent.",1,70,75,3,15,8321,8297,8310,750,0,0,0,0,1,60,90,5,23,8445,8297,8310,1000,0,0,0,0,2,16,100,60,10,17,1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"hellhound",8,6,0,30,2,65,46,210.00,85,9,1000,0,14,70,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8322,8323,90,2002,0,0,0,"This nightmarish creature looks at first glance to be a huge wolf","with greasy black fur. It is hideously misshapen, however, having","glowing crimson eyes and unnaturally large fangs. It wears a spiked","iron collar around its neck, in some sort of parody of domesticity.",1,60,75,4,17,8323,8306,8293,1000,0,0,0,0,2,78,100,100,11,8442,1,1,1000,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,190,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,3,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"tentacled abomination",8,10,0,20,2,20,48,250.00,100,15,1000,0,15,200,25,0,0,0,2,0,0,0,0,0,0,0,0,0,8324,8325,94,0,0,0,0,"This disgusting beast looks like nothing you have ever seen before.","Its lumpy, scaly hide is a green so dark it is almost black. It walks","on four webbed legs, and is covered in a dozen spiky tentacles. It","has a powerful finned tail which it waves about menacingly.",1,55,95,4,12,8325,8326,8327,500,0,0,0,0,2,79,100,100,12,1,1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358,-1,1,1358,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"Guildmaster",2,8,64,5,5,0,-10,5.00,10,0,0,1,9999,9999,0,0,3,0,4,1,1,0,0,0,0,0,0,0,66,1,326,0,0,0,0,"This large, plain-looking man is garbed in fine clothing. His","features are thick and solid, as if he were made of stone. He looks","like a very sober man, but not unkind, and his eyes twinkle with a","light that belies his age.",0,5,100,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,999,28,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"old man",2,9,0,5,5,0,-10,1.00,10,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,66,2836,1,0,0,0,0,"This wizened man sits here on a carved wooden bench. He wears faded","grey robes with what appear to have once been symbols on them. His","gaze wanders around vaguely, but as you turn to look away you think","you seem him appraise you shrewdly out of the corner of his eye.",1,5,100,0,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"Sheriff Lionheart",5,2,1348,80,8,90,120,500.00,1000,150,1000,1,0,9999,0,0,1,0,4,1,1,0,0,0,0,0,0,0,2589,2590,1404,0,0,0,0,"Silvermere's sheriff is an imposing figure -- six and a half feet of","pure muscle, he wears the crest of a lion on his chest, standing for","honor and truth. Icy blue eyes gaze from a face instilled with","vigilance and dedication to duty and justice.",1,200,85,30,80,2590,8297,8310,200,583,1028,100,100,1,200,100,120,320,457,8297,8310,200,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,-1,1,1416,1,1,167,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,10,139,15,81,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"Giovanni",2,11,570,35,5,0,50,5.00,200,50,1000,1,0,0,100,0,3,0,4,1,0,0,0,0,0,0,0,0,66,2835,50,0,0,486,0,"This tall, slim young man is dressed in tight, brightly coloured","clothing, and sports large golden hoops in his ears. He is quite","handsome, and his brilliant smile is almost disarming. He has an air","of almost exaggerated casualness about him.",1,100,20,3,15,2835,2938,2939,200,0,0,0,0,1,200,60,12,45,457,2938,2939,200,0,0,0,0,2,8,90,100,20,1,1,1,1000,0,0,0,0,2,5,100,100,20,1,1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,20,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"Meia",2,12,0,0,0,0,65,5.00,200,50,1000,1,9999,0,100,0,3,0,4,2,0,0,0,0,0,1,0,0,66,2864,2583,0,0,888,0,"This delicate-looking woman has large, almond-shaped brown eyes and","long black hair down to her waist. She is quite young, and is as","beautiful as a fresh new flower. She bows slightly at your gaze, and","turns away, blushing.",1,120,80,4,26,2864,715,716,200,0,0,0,0,1,900,100,30,100,2864,715,716,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,20,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"Sarkhee",2,13,64,5,5,0,25,5.00,100,20,1000,1,0,0,100,0,3,0,4,1,0,0,0,0,0,0,0,0,66,1,0,0,0,888,0,"Before you stands perhaps the handsomest goblin you have ever seen.","He wears embroidered red robes and a multitude of golden bracelets,","and his wiry black hair is slicked back. A pair of delicate","spectacles is perched on the end of his nose.",0,5,100,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,20,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"bishop",2,14,64,5,5,100,-10,5.00,10,0,0,1,0,0,0,0,3,0,4,1,1,0,0,0,0,0,0,0,66,1,217,0,0,0,0,"This tall, well-built man is clad in sandals and the simple white","robe of his order. A large silver amulet hangs from around his neck","as some sort of symbol of office. He has dark blue eyes, greying hair","and the large rough hands of a farmer, and he smiles at you warmly.",0,5,100,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,999,28,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"priest",2,15,64,5,5,100,-10,5.00,10,0,0,1,0,0,0,0,3,0,4,1,1,0,0,0,0,0,0,0,66,1,0,0,0,0,0,"This thin, handsome young man has dark curly hair down to his","shoulders, and clear blue eyes. He wears white robes and soft shoes,","and stares at your with a serious gaze.",,0,5,100,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,999,28,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"healer",2,16,64,5,5,100,-10,5.00,10,0,0,1,0,0,0,0,3,0,4,2,1,0,0,0,0,0,0,0,66,1,58,0,0,0,0,"This tall, solidly-built woman has bright green eyes and long blonde","hair which is plaited into one long braid hanging over her left","shoulder. She wears the same long white robes as her brethren, with","the difference that her sleeves are rolled up to her elbows.",1,5,100,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,999,28,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"dark goblin archer",10,1,208,20,1,25,44,80.00,73,7,1000,0,10,54,0,0,2,0,2,0,0,0,0,0,0,1,7,20,8345,8346,92,0,0,0,0,"This sneaky-looking goblin has dusky grey skin and is clad in black","leather armour. It wields a short bow, and a shortsword swings by its","side.",,1,40,100,4,12,8346,8297,8310,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"bandit",10,2,65,20,1,50,42,55.00,59,5,1000,0,8,50,0,0,2,0,2,1,0,0,0,0,0,1,10,20,8349,8350,31,2000,0,0,0,"This sleazy-looking brigand wears studded leather armour, and wields","a broadsword as if he knows how to use it. He eyes you shiftily and","approaches with a sneer.",,1,50,100,3,12,8350,8297,8310,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1356,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"wild dog",10,3,0,0,0,35,40,25.00,46,4,1000,0,5,45,0,0,2,0,2,0,0,0,0,0,0,0,0,0,8351,8352,28,2001,0,0,0,"This filthy dog reeks quite badly, and shakes as if having a seizure.","It has a crazy look in its eyes, and foams profusely at the mouth.",,,1,40,100,3,10,8352,8306,8293,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"forest spider",10,5,0,20,2,50,43,100.00,66,6,1000,0,6,52,0,0,2,0,2,0,0,0,0,0,0,0,0,0,8353,8354,45,2002,0,0,0,"This large brown spider has a small body and powerful head and jaws.","Its underbody is striped with white, and its two front legs are quite","short and have gripping claws.",,1,40,95,4,12,8354,8307,8294,1000,0,0,0,0,1,50,100,4,12,8354,8307,8294,1000,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"giant spider",10,0,0,30,3,0,55,750.00,100,10,1000,1,15,200,10,0,3,0,2,0,14,0,0,0,0,0,0,0,8355,8356,45,0,0,0,0,"This huge, revolting spider is quite hairy and is as black as jet.","Its cluster of faintly glowing eyes seems to mock you, and it moves","with deceptive slowness. You notice something shimmering on one of","its large fangs.",1,75,90,5,20,8356,8307,8294,1000,0,0,0,0,1,70,100,5,20,8356,8307,8294,1000,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,-1,10,1273,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"dark goblin",10,10,88,35,1,50,45,150.00,90,10,1000,0,14,62,0,0,1,0,2,1,0,0,0,0,0,1,22,10,8357,8358,92,2000,0,0,0,"This sly goblin has dusky grey skin and luminescent red eyes. He","wears black chainmail armour and wields a cruel-looking morningstar.","He leers evilly at you and chuckles.",,1,40,80,4,14,8358,8297,8310,666,0,0,0,0,1,50,100,6,21,8450,8297,8310,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"kobold slave",10,11,68,0,0,10,40,25.00,39,3,1000,0,1,40,0,0,2,0,3,0,0,0,0,0,0,0,0,8,8359,8360,96,2000,0,0,0,"This pathetic-looking kobold is clad in nothing but filthy rags, and","wields a small knife.",,,1,10,100,2,8,8360,8297,8310,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"black orc",10,12,76,30,3,60,46,160.00,100,10,1000,0,15,64,0,0,1,0,2,1,0,0,0,0,0,2,15,20,8361,8362,98,2000,0,0,0,"This tall, menacing-looking orc stands with uncharacteristic","discipline. He wears black chainmail armour, and wields a heavy","sword.",,1,55,75,4,14,8362,8297,8310,1000,0,0,0,0,1,60,100,6,21,8445,8297,8310,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,-1,1,1356,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"dire wolf",10,13,0,32,1,60,50,350.00,122,12,1000,0,16,66,0,0,2,0,2,0,0,0,0,0,0,0,0,0,8363,8364,27,2002,0,0,0,"This huge wolf stands nearly four feet in height, and is covered in","a glossy grey pelt. Its red eyes glare at you visciously, and it","bares its fangs and grows spitefully.",,1,65,100,6,19,8364,8307,8294,500,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,"slime beast",10,20,0,20,0,0,54,250.00,170,25,1000,1,17,200,50,0,3,0,2,0,0,0,0,0,0,0,0,0,8365,8366,29,2002,0,0,0,"This large amorphous mass of slime is brownish-black in colour, and","oozes about disturbingly. Bits of unidentifiable objects poke out of","it occasionally.",,1,85,100,9,30,8366,8326,8327,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"half-ogre warrior",10,15,171,35,2,30,50,340.00,120,12,1000,0,15,64,0,0,2,0,2,0,0,0,0,0,0,3,20,40,8367,8368,100,2000,0,0,0,"This huge half-ogre wears brigandine armour, and wields a massive","maul as if it were a light club. It grins at you stupidly from","beneath its helm.",,1,65,80,10,30,8368,8297,8310,1000,0,0,0,0,1,75,100,15,45,8444,8297,8310,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357,-1,1,1356,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"Thrag",10,16,209,45,9,0,60,11000.00,400,35,1000,1,100,200,25,0,3,0,2,1,48,0,0,0,0,30,100,100,8369,8370,102,0,107,0,0,"This huge, fifteen foot tall giant is garbed in the thick hides of","woodland animals, and wields a massive dark club in one hand. You spy","a golden sparkle from under his clothes. He sneers at you","contemptuously, hefts his club, and utters a bellowing cry!",1,94,60,10,44,8370,8479,8480,1000,0,0,0,0,1,90,70,20,50,8451,8479,8480,1000,0,0,0,0,1,115,80,10,24,8452,8479,8480,1000,318,0,0,0,1,94,90,15,35,8453,8479,8480,1000,0,0,0,0,1,100,100,8,20,58,8371,8372,1000,128,0,0,0,211,-1,10,209,-1,5,1271,-1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"minotaur champion",11,0,258,40,5,50,60,6000.00,200,20,1000,1,100,200,20,0,0,0,2,1,100,0,0,0,3,50,200,0,8409,8409,107,0,0,0,0,"This hideous, ten foot tall beast has the head and legs of a massive","black bull, and the body of an incredibly muscled man. He wields a","huge, bone-hafted greataxe with a heavy, single-edged blade. He leers","at you evilly, and his squinting red eyes are only filled with hate.",1,75,80,7,35,8410,8297,8310,666,0,0,0,0,1,90,97,20,40,8454,8297,8310,1000,0,0,0,0,1,90,100,24,70,59,8297,8310,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,-1,25,259,259,100,1359,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,"boatman",2,100,64,5,5,0,90,5.00,10,0,0,1,0,0,100,0,0,0,4,1,1,0,0,0,0,0,0,0,66,1,5,0,0,0,0,"This gnarled, weaselly-looking man has stringy gray hair and watery","green eyes. He is garbed in a shapeless robe that once might have","been a shade of blue, and his bony, calloused feet are bare and","tanned. He grins at you with an insane, lop-sided leer.",0,5,100,0,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,999,28,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
